Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
17,Otto Porter Jr.,30,15,1,174,3.9,9.2,0.424,2.2,6.4,0.348,1.7,2.8,0.6,0.8,0.8,1.0,1.7,6.4,8.1,2.2,1.4,1.4,0.6,5.3,10.9,,123.0,118
18,Jordan Nwora,25,12,1,143,6.8,17.6,0.385,3.1,8.5,0.36,3.7,9.2,0.407,6.4,7.1,0.905,1.7,7.5,9.2,5.4,2.0,0.7,2.4,4.7,23.1,,116.0,117
19,Kelly Olynyk,32,5,0,91,9.1,18.7,0.486,1.1,5.3,0.2,8.0,13.3,0.6,5.3,5.3,1.0,3.2,8.5,11.7,6.4,3.7,1.6,2.1,7.5,24.5,,124.0,111
20,Ochai Agbaji,23,5,0,73,7.3,17.3,0.423,3.3,10.0,0.333,4.0,7.3,0.545,1.3,2.0,0.667,2.7,2.7,5.3,2.7,2.0,1.3,4.7,4.7,19.3,,92.0,119
21,Garrett Temple,37,16,0,69,5.6,14.8,0.381,1.4,6.3,0.222,4.2,8.4,0.5,3.5,4.2,0.833,3.5,4.2,7.7,4.2,2.1,0.0,3.5,4.2,16.2,,99.0,119
22,Mouhamadou Gueye,25,1,0,6,8.1,24.2,0.333,0.0,0.0,,8.1,24.2,0.333,0.0,0.0,,16.2,8.1,24.2,0.0,0.0,16.2,0.0,8.1,16.2,,105.0,102
23,Markquis Nowell,24,1,0,4,0.0,12.1,0.0,0.0,0.0,,0.0,12.1,0.0,24.2,24.2,1.0,24.2,0.0,24.2,24.2,12.1,0.0,0.0,0.0,24.2,,169.0,99
24,Ron Harper Jr.,23,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,12.1,0.0,0.0,0.0,24.2,0.0,,227.0,126
25,Javon Freeman-Liberty,24,2,0,4,12.1,36.4,0.333,0.0,0.0,,12.1,36.4,0.333,0.0,0.0,,12.1,0.0,12.1,0.0,0.0,0.0,0.0,0.0,24.2,,89.0,127
26,D.J. Carton,23,1,0,4,12.1,12.1,1.0,0.0,0.0,,12.1,12.1,1.0,12.1,12.1,1.0,0.0,12.1,12.1,0.0,0.0,0.0,0.0,24.2,36.4,,222.0,118
27,Kira Lewis Jr.,22,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,0.0,,,126
