Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
16,Joe Harris,32,16,0,170,3.9,11.0,0.359,2.8,8.4,0.333,1.1,2.5,0.444,0.3,0.6,0.5,0.8,2.8,3.7,2.8,0.8,0.6,1.1,5.3,11.0,,103.0,124
17,Simone Fontecchio,28,5,4,143,10.4,21.7,0.477,4.0,10.4,0.387,6.3,11.4,0.559,1.0,1.7,0.6,1.3,4.7,6.0,3.7,1.3,0.0,0.7,2.7,25.7,,120.0,123
18,Danilo Gallinari,35,6,0,90,6.4,11.7,0.545,3.7,6.4,0.583,2.7,5.3,0.5,11.1,12.7,0.875,1.1,6.4,7.4,6.4,1.1,1.1,0.5,4.8,27.6,,170.0,121
19,Evan Fournier,31,4,0,86,8.9,17.8,0.5,5.0,10.6,0.474,3.9,7.2,0.538,2.8,3.9,0.714,1.1,7.2,8.3,1.7,2.2,0.6,3.3,3.3,25.6,,111.0,119
20,Troy Brown Jr.,24,5,0,74,5.8,15.5,0.375,3.2,9.7,0.333,2.6,5.8,0.444,1.3,1.3,1.0,1.3,9.0,10.3,3.9,0.6,0.0,1.9,3.2,16.1,,104.0,122
21,Monte Morris,28,6,0,68,8.4,23.2,0.364,1.4,7.7,0.182,7.0,15.5,0.455,0.7,1.4,0.5,1.4,7.0,8.4,5.6,0.7,0.7,1.4,0.7,19.0,,92.0,122
22,Shake Milton,27,4,0,63,8.3,19.7,0.423,2.3,6.8,0.333,6.1,12.9,0.471,1.5,2.3,0.667,5.3,8.3,13.7,4.6,1.5,0.8,2.3,2.3,20.5,,109.0,120
23,Jared Rhoden,24,6,0,42,6.8,12.5,0.545,1.1,4.6,0.25,5.7,8.0,0.714,2.3,2.3,1.0,1.1,4.6,5.7,4.6,0.0,2.3,3.4,4.6,17.1,,111.0,123
24,Malachi Flynn,25,4,0,38,6.3,18.9,0.333,2.5,6.3,0.4,3.8,12.6,0.3,1.3,2.5,0.5,0.0,5.0,5.0,7.5,3.8,0.0,3.8,3.8,16.3,,86.0,117
25,Quentin Grimes,23,1,0,26,3.7,14.7,0.25,1.8,9.2,0.2,1.8,5.5,0.333,0.0,0.0,,0.0,3.7,3.7,7.4,3.7,1.8,1.8,1.8,9.2,,81.0,116
26,Tosan Evbuomwan,22,1,0,8,11.9,11.9,1.0,6.0,6.0,1.0,6.0,6.0,1.0,0.0,0.0,,0.0,11.9,11.9,0.0,6.0,0.0,0.0,6.0,29.9,,250.0,109
27,Malcolm Cazalon,22,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,128
