Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
12,Marvin Bagley III,24,26,478,0.591,4.9,,0.967,0.552,0.276,0.105,0.033,0.033,,0.606,0.71,0.54,0.421,0.0,0.167,,0.66,1.0,,0.204,34,,0.167,0.0,,0,0
13,Isaiah Livers,25,23,469,0.345,19.2,,0.336,0.155,0.086,0.017,0.078,0.664,,0.462,0.667,0.3,0.0,0.333,0.286,,0.778,1.0,,0.034,4,,0.364,0.286,,1,0
14,Stanley Umude,24,17,190,0.481,17.8,,0.404,0.096,0.212,0.058,0.038,0.596,,0.381,0.8,0.364,0.0,0.0,0.548,,0.875,1.0,,0.019,1,,0.484,0.533,,0,0
15,Mike Muscala,32,13,171,0.341,21.3,,0.227,0.068,0.114,0.023,0.023,0.773,,0.2,0.333,0.2,0.0,0.0,0.382,,0.0,1.0,,0.023,0,,0.235,0.75,,0,0
16,Joe Harris,32,16,170,0.359,20.3,,0.231,0.103,0.128,0.0,0.0,0.769,,0.444,0.5,0.4,,,0.333,,1.0,1.0,,0.0,0,,0.467,0.5,,0,0
17,Simone Fontecchio,28,5,143,0.477,14.5,,0.523,0.277,0.169,0.046,0.031,0.477,,0.559,0.722,0.364,0.333,0.5,0.387,,0.737,1.0,,0.077,4,,0.29,0.444,,0,0
18,Danilo Gallinari,35,6,90,0.545,17.0,,0.455,0.227,0.045,0.136,0.045,0.545,,0.5,0.6,1.0,0.333,0.0,0.583,,0.8,0.857,,0.045,0,,0.417,0.6,,0,0
19,Evan Fournier,31,4,86,0.5,17.6,,0.406,0.156,0.156,0.094,0.0,0.594,,0.538,0.6,0.4,0.667,,0.474,,0.571,1.0,,0.0,0,,0.316,0.667,,0,0
20,Troy Brown Jr.,24,5,74,0.375,19.7,,0.375,0.167,0.167,0.0,0.042,0.625,,0.444,0.5,0.25,,1.0,0.333,,0.5,1.0,,0.0,0,,0.133,0.5,,1,0
21,Monte Morris,28,6,68,0.364,17.2,,0.667,0.152,0.182,0.182,0.152,0.333,,0.455,0.4,0.5,0.667,0.2,0.182,,0.3,0.5,,0.0,0,,0.273,0.0,,2,0
22,Shake Milton,27,4,63,0.423,14.0,,0.654,0.231,0.115,0.231,0.077,0.346,,0.471,0.667,0.0,0.5,0.5,0.333,,0.75,1.0,,0.0,0,,0.444,0.25,,0,0
23,Jared Rhoden,24,6,42,0.545,13.7,,0.636,0.182,0.182,0.273,0.0,0.364,,0.714,0.5,1.0,0.667,,0.25,,1.0,1.0,,0.273,2,,0.25,1.0,,0,0
24,Malachi Flynn,25,4,38,0.333,15.7,,0.667,0.067,0.2,0.267,0.133,0.333,,0.3,0.0,0.333,0.25,0.5,0.4,,0.0,1.0,,0.0,0,,0.0,,,0,0
25,Quentin Grimes,23,1,26,0.25,17.2,,0.375,0.25,0.0,0.125,0.0,0.625,,0.333,0.5,,0.0,,0.2,,0.0,1.0,,0.125,1,,0.4,0.0,,0,0
26,Tosan Evbuomwan,22,1,8,1.0,12.9,,0.5,0.5,0.0,0.0,0.0,0.5,,1.0,1.0,,,,1.0,,1.0,1.0,,0.0,0,,1.0,1.0,,0,0
27,Malcolm Cazalon,22,1,3,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0
