Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,Unnamed: 14_level_0,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,Unnamed: 21_level_0,% of FG Ast'd,% of FG Ast'd,Unnamed: 24_level_0,Dunks,Dunks,Unnamed: 27_level_0,Corner 3s,Corner 3s,Unnamed: 30_level_0,Heaves,Heaves
14,Nathan Mensah,25,25,307,0.429,4.0,,1.0,0.393,0.607,0.0,0.0,0.0,,0.429,0.545,0.353,,,,,0.667,,,0.107,3,,,,,0,0
15,Leaky Black,24,22,218,0.436,12.1,,0.615,0.308,0.231,0.026,0.051,0.385,,0.417,0.667,0.222,0.0,0.0,0.467,,0.6,1.0,,0.077,3,,0.467,0.571,,0,0
16,Théo Maledon,22,13,200,0.288,15.6,,0.545,0.212,0.197,0.091,0.045,0.455,,0.389,0.571,0.308,0.333,0.0,0.167,,0.643,1.0,,0.0,0,,0.233,0.286,,2,0
17,Tre Mann,22,6,177,0.424,14.3,,0.593,0.203,0.254,0.119,0.017,0.407,,0.4,0.75,0.267,0.143,0.0,0.458,,0.286,0.818,,0.034,2,,0.208,0.6,,0,0
18,Grant Williams,25,6,168,0.469,17.2,,0.438,0.141,0.188,0.078,0.031,0.563,,0.571,0.778,0.5,0.6,0.0,0.389,,0.813,0.929,,0.031,2,,0.167,0.333,,0,0
19,Vasilije Micić,30,6,133,0.434,12.8,,0.642,0.34,0.189,0.019,0.094,0.358,,0.5,0.722,0.2,0.0,0.4,0.316,,0.235,0.5,,0.0,0,,0.158,0.333,,0,0
20,Seth Curry,33,5,100,0.474,19.5,,0.5,0.079,0.158,0.079,0.184,0.5,,0.684,1.0,0.833,0.667,0.429,0.263,,0.462,0.8,,0.0,0,,0.053,1.0,,1,0
21,James Bouknight,23,14,81,0.439,20.2,,0.268,0.171,0.049,0.024,0.024,0.732,,0.455,0.714,0.0,0.0,0.0,0.433,,0.4,0.538,,0.024,1,,0.233,0.286,,0,0
22,Frank Ntilikina,25,5,43,0.111,24.2,,0.111,0.0,0.0,0.0,0.111,0.889,,0.0,,,,0.0,0.125,,,1.0,,0.0,0,,0.375,0.0,,0,0
23,Dāvis Bertāns,31,4,43,0.444,25.1,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,0.444,,,1.0,,0.0,0,,0.333,0.333,,0,0
24,Amari Bailey,19,3,15,0.286,18.9,,0.571,0.143,0.0,0.143,0.286,0.429,,0.5,1.0,,0.0,0.5,0.0,,0.5,,,0.143,1,,0.0,,,0,0
